nt_cluster,uniport_cluster
Cluster-111679.0_TRINITY_DN193042_c7_g6,
Cluster-64365.1264_TRINITY_DN199610_c3_g1,
Cluster-93711.0_TRINITY_DN191029_c5_g3,
Cluster-92263.0_TRINITY_DN210106_c6_g1,
Cluster-97340.0_TRINITY_DN153019_c0_g1,
Cluster-11361.56_TRINITY_DN197721_c1_g2,
Cluster-110945.0_TRINITY_DN197786_c3_g1,
Cluster-103050.0_TRINITY_DN211012_c1_g1,
Cluster-18452.51_TRINITY_DN206837_c5_g1,
Cluster-110046.3_TRINITY_DN207044_c0_g1,
Cluster-91135.1_TRINITY_DN206100_c0_g2,
Cluster-94060.0_TRINITY_DN177065_c0_g1,
Cluster-61064.4_TRINITY_DN195024_c8_g2,
Cluster-18452.26_TRINITY_DN211073_c5_g1,
Cluster-18452.23_TRINITY_DN211073_c5_g1,
Cluster-18452.112_TRINITY_DN205282_c4_g2,
Cluster-18452.102_TRINITY_DN197393_c1_g4,
Cluster-57059.3_TRINITY_DN211283_c2_g1,
Cluster-96560.0_TRINITY_DN207156_c3_g1,
Cluster-98239.0_TRINITY_DN203649_c4_g2,
Cluster-104020.0_TRINITY_DN60035_c0_g1,
Cluster-104436.0_TRINITY_DN47201_c0_g1,
Cluster-109451.0_TRINITY_DN194130_c5_g1,
Cluster-44581.1_TRINITY_DN205601_c4_g3,
Cluster-90.104_TRINITY_DN194593_c3_g5,
Cluster-68972.0_TRINITY_DN175496_c0_g1,
Cluster-50501.0_TRINITY_DN191787_c10_g2,
Cluster-60689.0_TRINITY_DN195564_c7_g4,
Cluster-92099.0_TRINITY_DN210620_c3_g1,
Cluster-87246.0_TRINITY_DN13111_c0_g1,
Cluster-55001.0_TRINITY_DN201673_c0_g1,
Cluster-11376.8_TRINITY_DN194890_c6_g1,
Cluster-87204.0_TRINITY_DN215535_c0_g1,
Cluster-85993.0_TRINITY_DN208405_c0_g1,
Cluster-75303.3_TRINITY_DN209251_c3_g2,
Cluster-75303.1_TRINITY_DN209251_c3_g2,
Cluster-71044.0_TRINITY_DN210372_c2_g2,
Cluster-100251.0_TRINITY_DN195050_c3_g2,
Cluster-91867.0_TRINITY_DN201947_c6_g1,
Cluster-85497.0_TRINITY_DN195464_c3_g5,
Cluster-99316.0_TRINITY_DN208702_c0_g2,
Cluster-101459.22_TRINITY_DN203399_c1_g5,
