nt_cluster,uniport_cluster
Cluster-2786.0_TRINITY_DN193589_c9_g2,
Cluster-2784.0_TRINITY_DN189347_c0_g1,
Cluster-27791.0_TRINITY_DN208712_c2_g7,
Cluster-27590.0_TRINITY_DN205229_c2_g1,
Cluster-27565.0_TRINITY_DN200743_c3_g1,
Cluster-27539.4_TRINITY_DN207993_c0_g3,
Cluster-27534.0_TRINITY_DN194860_c1_g1,
Cluster-2748.0_TRINITY_DN199507_c0_g1,
Cluster-27456.57_TRINITY_DN197714_c1_g2,
Cluster-27456.5_TRINITY_DN209563_c1_g2,
Cluster-27456.45_TRINITY_DN194470_c2_g2,
Cluster-27456.42_TRINITY_DN194470_c2_g2,
Cluster-27456.39_TRINITY_DN194470_c2_g2,
Cluster-27456.18_TRINITY_DN194470_c2_g2,
Cluster-27456.16_TRINITY_DN194470_c2_g2,
Cluster-27398.0_TRINITY_DN197566_c4_g1,
Cluster-27371.2_TRINITY_DN200611_c3_g1,
Cluster-27371.0_TRINITY_DN200611_c3_g1,
Cluster-27353.0_TRINITY_DN201092_c2_g1,
Cluster-27248.0_TRINITY_DN192542_c4_g1,
Cluster-27162.4_TRINITY_DN208327_c1_g1,
Cluster-27162.2_TRINITY_DN208327_c1_g1,
Cluster-27162.0_TRINITY_DN208327_c1_g1,
Cluster-2716.0_TRINITY_DN196867_c9_g2,
Cluster-2710.0_TRINITY_DN205043_c1_g1,
Cluster-27044.0_TRINITY_DN195701_c6_g1,
Cluster-26972.0_TRINITY_DN194650_c7_g1,
Cluster-26966.0_TRINITY_DN207421_c0_g6,
Cluster-2676.0_TRINITY_DN264216_c0_g1,
Cluster-26739.0_TRINITY_DN208839_c2_g1,
Cluster-2665.0_TRINITY_DN194625_c3_g1,
Cluster-26640.0_TRINITY_DN196358_c9_g1,
Cluster-2661.0_TRINITY_DN191764_c5_g3,
Cluster-2658.0_TRINITY_DN194458_c2_g1,
Cluster-2654.3_TRINITY_DN196687_c3_g3,
Cluster-2654.2_TRINITY_DN196687_c3_g1,
Cluster-2654.0_TRINITY_DN211226_c11_g1,
Cluster-2646.0_TRINITY_DN202288_c3_g1,
Cluster-26424.0_TRINITY_DN197756_c8_g1,
Cluster-26398.1_TRINITY_DN207118_c1_g5,
Cluster-2637.0_TRINITY_DN192119_c6_g2,
Cluster-2635.0_TRINITY_DN194772_c5_g1,
Cluster-26296.0_TRINITY_DN202092_c0_g6,
Cluster-26195.0_TRINITY_DN290533_c0_g1,
Cluster-2612.0_TRINITY_DN197942_c7_g1,
Cluster-26070.0_TRINITY_DN198923_c1_g1,
Cluster-2604.0_TRINITY_DN194837_c4_g1,
Cluster-25998.0_TRINITY_DN191923_c1_g1,
Cluster-2590.0_TRINITY_DN193407_c2_g1,
Cluster-25869.0_TRINITY_DN179164_c0_g1,
Cluster-258.0_TRINITY_DN195757_c4_g2,
Cluster-2578.0_TRINITY_DN200630_c7_g1,
Cluster-25754.0_TRINITY_DN193203_c6_g2,
Cluster-25743.2_TRINITY_DN200368_c0_g4,
Cluster-2572.0_TRINITY_DN177272_c0_g1,
Cluster-25717.0_TRINITY_DN193714_c5_g2,
Cluster-25536.1_TRINITY_DN200457_c6_g1,
Cluster-2548.0_TRINITY_DN202120_c2_g1,
Cluster-2541.0_TRINITY_DN125738_c0_g1,
Cluster-2540.0_TRINITY_DN183103_c0_g1,
Cluster-25357.5_TRINITY_DN206334_c3_g3,
Cluster-25357.3_TRINITY_DN197571_c5_g5,
Cluster-25295.0_TRINITY_DN201935_c2_g2,
Cluster-2525.0_TRINITY_DN201874_c1_g1,
Cluster-2524.0_TRINITY_DN206204_c7_g1,
Cluster-25222.2_TRINITY_DN199674_c3_g1,
Cluster-25176.1_TRINITY_DN196429_c1_g4,
Cluster-25176.0_TRINITY_DN196429_c1_g4,
Cluster-2510.0_TRINITY_DN195323_c11_g1,
Cluster-2489.0_TRINITY_DN120238_c0_g1,
Cluster-24871.0_TRINITY_DN199556_c5_g2,
Cluster-2465.0_TRINITY_DN129050_c0_g1,
Cluster-2461.1_TRINITY_DN194049_c1_g1,
Cluster-24603.0_TRINITY_DN202045_c0_g1,
Cluster-2447.0_TRINITY_DN196927_c5_g2,
Cluster-24375.1_TRINITY_DN196354_c3_g1,
Cluster-24375.0_TRINITY_DN196354_c3_g2,
Cluster-2436.1_TRINITY_DN204824_c4_g4,
Cluster-2423.0_TRINITY_DN190296_c1_g1,
Cluster-2418.0_TRINITY_DN193243_c1_g1,
Cluster-24163.0_TRINITY_DN194365_c6_g1,
Cluster-23924.1_TRINITY_DN205853_c1_g2,
Cluster-23924.0_TRINITY_DN205853_c1_g2,
Cluster-23835.0_TRINITY_DN192121_c2_g1,
Cluster-2357.0_TRINITY_DN196103_c5_g1,
Cluster-2351.0_TRINITY_DN196244_c2_g4,
Cluster-23419.3_TRINITY_DN198827_c1_g1,
Cluster-2340.0_TRINITY_DN193850_c3_g2,
Cluster-2339.0_TRINITY_DN197551_c3_g2,
Cluster-2333.0_TRINITY_DN196886_c2_g2,
Cluster-233.6_TRINITY_DN210691_c3_g2,
Cluster-233.5_TRINITY_DN210691_c3_g1,
Cluster-233.4_TRINITY_DN210691_c3_g1,
Cluster-233.1_TRINITY_DN210691_c3_g1,
Cluster-2311.0_TRINITY_DN138752_c0_g2,
Cluster-23109.2_TRINITY_DN198849_c3_g9,
Cluster-2309.0_TRINITY_DN198672_c0_g2,
Cluster-2307.2_TRINITY_DN204561_c10_g2,
Cluster-2307.18_TRINITY_DN195494_c6_g2,
Cluster-23056.0_TRINITY_DN197466_c1_g1,
Cluster-2302.0_TRINITY_DN183806_c0_g1,
Cluster-22991.2_TRINITY_DN198974_c4_g3,
Cluster-22991.1_TRINITY_DN197980_c3_g1,
Cluster-22991.0_TRINITY_DN210650_c3_g5,
Cluster-2295.0_TRINITY_DN210449_c3_g2,
Cluster-2294.0_TRINITY_DN205237_c1_g1,
Cluster-22830.0_TRINITY_DN194861_c6_g2,
Cluster-2283.0_TRINITY_DN210563_c2_g2,
Cluster-22829.1_TRINITY_DN199724_c3_g4,
Cluster-22829.0_TRINITY_DN199724_c3_g4,
Cluster-2269.0_TRINITY_DN205333_c1_g3,
Cluster-22523.0_TRINITY_DN202927_c7_g4,
Cluster-22512.0_TRINITY_DN199986_c3_g1,
Cluster-2251.1_TRINITY_DN198729_c6_g4,
Cluster-2246.0_TRINITY_DN203761_c2_g2,
Cluster-22441.0_TRINITY_DN201216_c3_g1,
Cluster-22417.0_TRINITY_DN207136_c6_g1,
Cluster-22363.5_TRINITY_DN210563_c4_g5,
Cluster-22363.29_TRINITY_DN197892_c4_g1,
Cluster-22363.27_TRINITY_DN207485_c6_g4,
Cluster-22362.0_TRINITY_DN192094_c1_g1,
Cluster-2233.0_TRINITY_DN195580_c1_g1,
Cluster-22276.9_TRINITY_DN197369_c0_g1,
Cluster-22276.8_TRINITY_DN205150_c1_g2,
Cluster-22276.5_TRINITY_DN197369_c0_g1,
Cluster-22276.3_TRINITY_DN205150_c1_g2,
Cluster-22276.2_TRINITY_DN197369_c0_g1,
Cluster-22276.1_TRINITY_DN205150_c1_g1,
Cluster-22276.0_TRINITY_DN197369_c0_g1,
Cluster-2223.0_TRINITY_DN199488_c3_g4,
Cluster-22102.0_TRINITY_DN200443_c1_g2,
Cluster-22072.0_TRINITY_DN195618_c2_g4,
Cluster-219.7_TRINITY_DN211182_c3_g1,
Cluster-2180.1_TRINITY_DN194306_c5_g2,
Cluster-2180.0_TRINITY_DN194306_c5_g2,
Cluster-2159.0_TRINITY_DN193716_c0_g1,
Cluster-21415.0_TRINITY_DN194409_c2_g4,
Cluster-2137.2_TRINITY_DN191744_c3_g6,
Cluster-21322.4_TRINITY_DN205539_c1_g2,
Cluster-21304.1_TRINITY_DN211279_c8_g1,
Cluster-2122.0_TRINITY_DN178999_c0_g1,
Cluster-21192.0_TRINITY_DN203784_c1_g3,
Cluster-21133.2_TRINITY_DN202211_c3_g1,
Cluster-21133.1_TRINITY_DN202211_c3_g1,
Cluster-21066.0_TRINITY_DN196867_c10_g1,
Cluster-2097.1_TRINITY_DN197029_c4_g3,
Cluster-20925.0_TRINITY_DN194860_c0_g1,
Cluster-20924.0_TRINITY_DN202290_c1_g4,
Cluster-20853.0_TRINITY_DN208295_c5_g1,
Cluster-20817.1_TRINITY_DN201334_c2_g3,
Cluster-2076.0_TRINITY_DN193742_c0_g1,
Cluster-20738.0_TRINITY_DN196305_c1_g2,
Cluster-20690.1_TRINITY_DN210942_c3_g1,
Cluster-20595.0_TRINITY_DN207981_c0_g2,
Cluster-20593.0_TRINITY_DN194533_c4_g2,
Cluster-20534.0_TRINITY_DN192976_c2_g2,
Cluster-2052.0_TRINITY_DN199893_c9_g2,
Cluster-20492.0_TRINITY_DN196250_c2_g2,
Cluster-20386.22_TRINITY_DN199176_c5_g3,
Cluster-20386.21_TRINITY_DN196246_c4_g2,
Cluster-20386.19_TRINITY_DN210693_c3_g2,
Cluster-20386.18_TRINITY_DN210693_c3_g5,
Cluster-20386.16_TRINITY_DN209793_c9_g5,
Cluster-20386.15_TRINITY_DN207525_c3_g1,
Cluster-20386.11_TRINITY_DN209793_c9_g3,
Cluster-20158.0_TRINITY_DN201707_c6_g1,
Cluster-2008.0_TRINITY_DN265496_c0_g1,
Cluster-20031.0_TRINITY_DN193401_c10_g1,
Cluster-1984.0_TRINITY_DN180773_c0_g1,
Cluster-1960.0_TRINITY_DN195949_c0_g1,
Cluster-19576.0_TRINITY_DN202272_c4_g2,
Cluster-19531.1_TRINITY_DN197233_c8_g1,
Cluster-19462.0_TRINITY_DN190996_c0_g1,
Cluster-1939.0_TRINITY_DN297159_c0_g1,
Cluster-19389.0_TRINITY_DN182222_c0_g2,
Cluster-19379.1_TRINITY_DN209934_c4_g1,
Cluster-19356.1_TRINITY_DN192842_c0_g1,
Cluster-19354.0_TRINITY_DN198110_c0_g1,
Cluster-1931.0_TRINITY_DN193106_c4_g2,
Cluster-19248.0_TRINITY_DN263916_c0_g1,
Cluster-19244.0_TRINITY_DN202293_c5_g4,
Cluster-1916.0_TRINITY_DN205000_c0_g5,
Cluster-19123.0_TRINITY_DN203570_c9_g1,
Cluster-19109.1_TRINITY_DN191764_c5_g7,
Cluster-19109.0_TRINITY_DN191764_c5_g7,
Cluster-18942.1_TRINITY_DN193964_c1_g3,
Cluster-18858.1_TRINITY_DN196613_c2_g3,
Cluster-18773.0_TRINITY_DN205390_c2_g4,
Cluster-1873.0_TRINITY_DN197773_c2_g1,
Cluster-18701.0_TRINITY_DN210360_c5_g1,
Cluster-1848.0_TRINITY_DN42798_c0_g1,
Cluster-18458.0_TRINITY_DN204481_c5_g1,
Cluster-18452.95_TRINITY_DN201846_c5_g1,
Cluster-18452.82_TRINITY_DN195213_c5_g5,
Cluster-18452.59_TRINITY_DN195054_c8_g1,
Cluster-18452.54_TRINITY_DN201072_c4_g2,
Cluster-18452.51_TRINITY_DN206837_c5_g1,
Cluster-18452.4_TRINITY_DN194365_c11_g1,
Cluster-18452.26_TRINITY_DN211073_c5_g1,
Cluster-18452.25_TRINITY_DN198366_c4_g3,
Cluster-18452.24_TRINITY_DN200463_c0_g1,
Cluster-18452.23_TRINITY_DN211073_c5_g1,
Cluster-18452.182_TRINITY_DN210059_c1_g4,
Cluster-18452.178_TRINITY_DN201510_c4_g2,
Cluster-18452.176_TRINITY_DN200096_c2_g1,
Cluster-18452.172_TRINITY_DN201072_c3_g2,
Cluster-18452.140_TRINITY_DN208495_c1_g1,
Cluster-18452.12_TRINITY_DN206824_c3_g1,
Cluster-18452.112_TRINITY_DN205282_c4_g2,
Cluster-18452.111_TRINITY_DN199490_c4_g6,
Cluster-18452.11_TRINITY_DN197735_c4_g1,
Cluster-18452.109_TRINITY_DN201510_c4_g1,
Cluster-18452.102_TRINITY_DN197393_c1_g4,
Cluster-18452.1_TRINITY_DN200463_c0_g4,
Cluster-18422.0_TRINITY_DN197734_c9_g4,
Cluster-1834.0_TRINITY_DN126153_c0_g1,
Cluster-18298.6_TRINITY_DN205350_c2_g1,
Cluster-18190.2_TRINITY_DN201171_c3_g3,
Cluster-1803.0_TRINITY_DN243556_c0_g1,
Cluster-17912.0_TRINITY_DN197173_c2_g1,
Cluster-17865.0_TRINITY_DN209056_c4_g5,
Cluster-17835.0_TRINITY_DN137883_c0_g1,
Cluster-17805.0_TRINITY_DN208862_c2_g2,
Cluster-17745.0_TRINITY_DN195717_c5_g4,
Cluster-1773.1_TRINITY_DN189194_c1_g1,
Cluster-17695.0_TRINITY_DN195464_c3_g2,
Cluster-1769.0_TRINITY_DN182394_c0_g1,
Cluster-17541.0_TRINITY_DN195704_c4_g4,
Cluster-1747.0_TRINITY_DN199584_c4_g2,
Cluster-17462.7_TRINITY_DN208680_c0_g1,
Cluster-17462.6_TRINITY_DN208680_c0_g1,
Cluster-17462.10_TRINITY_DN208680_c0_g1,
Cluster-17450.0_TRINITY_DN204147_c4_g1,
Cluster-1734.0_TRINITY_DN196606_c2_g1,
Cluster-1728.0_TRINITY_DN320760_c0_g1,
Cluster-17245.0_TRINITY_DN180870_c0_g1,
Cluster-17143.0_TRINITY_DN195497_c0_g1,
Cluster-16962.0_TRINITY_DN201872_c1_g2,
Cluster-1658.0_TRINITY_DN196567_c3_g2,
Cluster-1657.0_TRINITY_DN194136_c7_g4,
Cluster-16488.0_TRINITY_DN193796_c2_g1,
Cluster-16485.1_TRINITY_DN194536_c3_g2,
Cluster-16379.0_TRINITY_DN207456_c4_g4,
Cluster-16288.0_TRINITY_DN201010_c3_g3,
Cluster-1628.0_TRINITY_DN208350_c3_g6,
Cluster-1605.0_TRINITY_DN198248_c2_g1,
Cluster-16011.0_TRINITY_DN199552_c0_g1,
Cluster-15943.0_TRINITY_DN199961_c5_g1,
Cluster-15915.1_TRINITY_DN203835_c0_g3,
Cluster-1591.0_TRINITY_DN201053_c1_g7,
Cluster-1587.0_TRINITY_DN195899_c6_g1,
Cluster-15785.4_TRINITY_DN199516_c2_g1,
Cluster-1578.0_TRINITY_DN201388_c4_g1,
Cluster-1572.0_TRINITY_DN181218_c0_g1,
Cluster-15716.11_TRINITY_DN207056_c6_g1,
Cluster-15716.10_TRINITY_DN207056_c6_g1,
Cluster-15715.2_TRINITY_DN187641_c0_g4,
Cluster-15715.0_TRINITY_DN187641_c0_g4,
Cluster-15679.0_TRINITY_DN208350_c3_g2,
Cluster-15669.0_TRINITY_DN123089_c0_g1,
Cluster-15553.1_TRINITY_DN199077_c2_g1,
Cluster-1547.0_TRINITY_DN198144_c4_g6,
Cluster-1546.0_TRINITY_DN203668_c2_g1,
Cluster-15323.0_TRINITY_DN199864_c3_g4,
Cluster-1531.0_TRINITY_DN295095_c0_g1,
Cluster-15274.0_TRINITY_DN196930_c3_g1,
Cluster-15226.0_TRINITY_DN199518_c4_g3,
Cluster-15194.0_TRINITY_DN326259_c0_g1,
Cluster-15148.15_TRINITY_DN201451_c2_g2,
Cluster-15148.1_TRINITY_DN201451_c2_g2,
Cluster-15079.0_TRINITY_DN196953_c3_g1,
Cluster-14961.0_TRINITY_DN207080_c3_g3,
Cluster-14867.7_TRINITY_DN205826_c0_g1,
Cluster-14867.4_TRINITY_DN202327_c2_g2,
Cluster-14806.0_TRINITY_DN200326_c2_g1,
Cluster-1477.0_TRINITY_DN196872_c4_g1,
Cluster-14674.1_TRINITY_DN193203_c6_g7,
Cluster-1467.1_TRINITY_DN195188_c7_g3,
Cluster-14658.1_TRINITY_DN200920_c2_g2,
Cluster-14634.0_TRINITY_DN224802_c0_g1,
Cluster-14623.0_TRINITY_DN207646_c2_g1,
Cluster-14582.0_TRINITY_DN202079_c1_g1,
Cluster-14553.2_TRINITY_DN203678_c0_g3,
Cluster-14514.0_TRINITY_DN201547_c5_g4,
Cluster-1445.0_TRINITY_DN198305_c3_g1,
Cluster-14434.0_TRINITY_DN200709_c2_g4,
Cluster-14418.0_TRINITY_DN195993_c4_g1,
Cluster-14412.0_TRINITY_DN201623_c0_g3,
Cluster-14401.0_TRINITY_DN207172_c5_g6,
Cluster-14377.0_TRINITY_DN202754_c2_g1,
Cluster-14360.0_TRINITY_DN100359_c0_g1,
Cluster-14328.4_TRINITY_DN198368_c10_g1,
Cluster-14328.3_TRINITY_DN197184_c4_g1,
Cluster-14328.2_TRINITY_DN197184_c4_g1,
Cluster-14328.0_TRINITY_DN204831_c2_g2,
Cluster-1430.0_TRINITY_DN195547_c3_g4,
Cluster-14213.0_TRINITY_DN204019_c1_g4,
Cluster-14076.0_TRINITY_DN210610_c0_g1,
Cluster-14027.2_TRINITY_DN196225_c3_g4,
Cluster-1402.0_TRINITY_DN191845_c6_g2,
Cluster-1395.0_TRINITY_DN195717_c2_g1,
Cluster-13783.0_TRINITY_DN198628_c7_g2,
Cluster-13730.0_TRINITY_DN197204_c1_g7,
Cluster-1359.2_TRINITY_DN204459_c3_g1,
Cluster-13545.1_TRINITY_DN171046_c0_g1,
Cluster-13510.0_TRINITY_DN199791_c6_g2,
Cluster-13443.0_TRINITY_DN197956_c1_g1,
Cluster-13429.0_TRINITY_DN193111_c6_g3,
Cluster-13426.0_TRINITY_DN206083_c6_g1,
Cluster-13418.0_TRINITY_DN196640_c3_g2,
Cluster-13370.1_TRINITY_DN195421_c6_g3,
Cluster-1335.0_TRINITY_DN260013_c0_g1,
Cluster-13330.0_TRINITY_DN197298_c3_g3,
Cluster-1309.0_TRINITY_DN194372_c5_g1,
Cluster-13054.0_TRINITY_DN200091_c11_g1,
Cluster-12977.1_TRINITY_DN199382_c1_g1,
Cluster-12921.0_TRINITY_DN194136_c8_g2,
Cluster-12825.0_TRINITY_DN23644_c0_g1,
Cluster-12817.1_TRINITY_DN196949_c4_g2,
Cluster-1275.0_TRINITY_DN200573_c6_g4,
Cluster-12647.0_TRINITY_DN191027_c0_g1,
Cluster-1256.0_TRINITY_DN196605_c8_g1,
Cluster-1249.0_TRINITY_DN199202_c6_g3,
Cluster-12466.0_TRINITY_DN198481_c8_g6,
Cluster-12431.1_TRINITY_DN199791_c5_g2,
Cluster-12431.0_TRINITY_DN199791_c5_g3,
Cluster-12407.0_TRINITY_DN208629_c2_g2,
Cluster-12374.0_TRINITY_DN194130_c11_g1,
Cluster-12363.1_TRINITY_DN209177_c0_g1,
Cluster-1236.0_TRINITY_DN196539_c3_g8,
Cluster-12299.0_TRINITY_DN210682_c8_g1,
Cluster-12261.0_TRINITY_DN199534_c3_g3,
Cluster-12242.0_TRINITY_DN201193_c0_g7,
Cluster-12182.0_TRINITY_DN209065_c0_g1,
Cluster-1212.0_TRINITY_DN190461_c4_g1,
Cluster-1208.0_TRINITY_DN176834_c0_g1,
Cluster-12079.99_TRINITY_DN211086_c3_g1,
Cluster-12079.97_TRINITY_DN205731_c5_g1,
Cluster-12079.89_TRINITY_DN201493_c2_g4,
Cluster-12079.86_TRINITY_DN203149_c4_g1,
Cluster-12079.81_TRINITY_DN200286_c1_g1,
Cluster-12079.80_TRINITY_DN208679_c0_g1,
Cluster-12079.80_TRINITY_DN197329_c0_g1,
Cluster-12079.78_TRINITY_DN211086_c4_g1,
Cluster-12079.75_TRINITY_DN197329_c0_g1,
Cluster-12079.74_TRINITY_DN200689_c1_g1,
Cluster-12079.71_TRINITY_DN200286_c1_g1,
Cluster-12079.69_TRINITY_DN200286_c1_g1,
Cluster-12079.64_TRINITY_DN198129_c1_g1,
Cluster-12079.63_TRINITY_DN211086_c3_g1,
Cluster-12079.62_TRINITY_DN198129_c1_g1,
Cluster-12079.61_TRINITY_DN198129_c1_g1,
Cluster-12079.6_TRINITY_DN203167_c2_g1,
Cluster-12079.56_TRINITY_DN203171_c1_g1,
Cluster-12079.55_TRINITY_DN203149_c2_g1,
Cluster-12079.54_TRINITY_DN203149_c2_g1,
Cluster-12079.53_TRINITY_DN197329_c0_g4,
Cluster-12079.50_TRINITY_DN200689_c1_g1,
Cluster-12079.44_TRINITY_DN199740_c0_g1,
Cluster-12079.40_TRINITY_DN199731_c4_g1,
Cluster-12079.39_TRINITY_DN202096_c3_g4,
Cluster-12079.38_TRINITY_DN203032_c0_g1,
Cluster-12079.33_TRINITY_DN201493_c2_g5,
Cluster-12079.30_TRINITY_DN197329_c0_g4,
Cluster-12079.24_TRINITY_DN202096_c3_g1,
Cluster-12079.22_TRINITY_DN208477_c2_g1,
Cluster-12079.2_TRINITY_DN200286_c1_g1,
Cluster-12079.192_TRINITY_DN199740_c0_g1,
Cluster-12079.189_TRINITY_DN200286_c1_g1,
Cluster-12079.185_TRINITY_DN199032_c1_g4,
Cluster-12079.183_TRINITY_DN206381_c2_g2,
Cluster-12079.182_TRINITY_DN211086_c4_g1,
Cluster-12079.178_TRINITY_DN208679_c0_g1,
Cluster-12079.178_TRINITY_DN197329_c0_g1,
Cluster-12079.175_TRINITY_DN201493_c2_g2,
Cluster-12079.165_TRINITY_DN202096_c3_g1,
Cluster-12079.163_TRINITY_DN203149_c3_g1,
Cluster-12079.160_TRINITY_DN200689_c1_g1,
Cluster-12079.16_TRINITY_DN208679_c0_g1,
Cluster-12079.159_TRINITY_DN203167_c2_g1,
Cluster-12079.159_TRINITY_DN196640_c3_g1,
Cluster-12079.150_TRINITY_DN199740_c0_g1,
Cluster-12079.144_TRINITY_DN205529_c4_g2,
Cluster-12079.139_TRINITY_DN203372_c1_g1,
Cluster-12079.134_TRINITY_DN199731_c4_g1,
Cluster-12079.133_TRINITY_DN203167_c2_g1,
Cluster-12079.132_TRINITY_DN203149_c3_g1,
Cluster-12079.131_TRINITY_DN200286_c1_g1,
Cluster-12079.128_TRINITY_DN199032_c1_g1,
Cluster-12079.127_TRINITY_DN211086_c4_g1,
Cluster-12079.123_TRINITY_DN202096_c3_g1,
Cluster-12079.122_TRINITY_DN211086_c3_g1,
Cluster-12079.112_TRINITY_DN206381_c2_g2,
Cluster-12079.111_TRINITY_DN203372_c1_g1,
Cluster-12079.11_TRINITY_DN208679_c0_g1,
Cluster-12079.106_TRINITY_DN197329_c0_g5,
Cluster-12079.103_TRINITY_DN211086_c4_g1,
Cluster-1199.0_TRINITY_DN201171_c3_g1,
Cluster-11973.3_TRINITY_DN209635_c0_g2,
Cluster-1197.0_TRINITY_DN162820_c0_g1,
Cluster-11838.1_TRINITY_DN200536_c3_g6,
Cluster-11815.2_TRINITY_DN200267_c0_g1,
Cluster-11815.1_TRINITY_DN200267_c0_g1,
Cluster-1178.0_TRINITY_DN193224_c0_g1,
Cluster-11772.0_TRINITY_DN257731_c0_g1,
Cluster-11760.0_TRINITY_DN203372_c0_g3,
Cluster-11726.0_TRINITY_DN197809_c2_g1,
Cluster-11724.0_TRINITY_DN194726_c5_g1,
Cluster-11703.0_TRINITY_DN198885_c1_g1,
Cluster-11692.0_TRINITY_DN197908_c0_g1,
Cluster-1165.0_TRINITY_DN106331_c0_g1,
Cluster-11636.0_TRINITY_DN185343_c0_g1,
Cluster-1161.0_TRINITY_DN353304_c0_g1,
Cluster-11565.0_TRINITY_DN203487_c5_g3,
Cluster-11531.0_TRINITY_DN201064_c0_g1,
Cluster-11529.0_TRINITY_DN196869_c3_g2,
Cluster-11526.0_TRINITY_DN197898_c1_g1,
Cluster-11520.0_TRINITY_DN197899_c2_g1,
Cluster-11486.0_TRINITY_DN191923_c9_g2,
Cluster-11481.0_TRINITY_DN192832_c0_g1,
Cluster-11471.0_TRINITY_DN194588_c2_g1,
Cluster-114623.1_TRINITY_DN210500_c7_g1,
Cluster-114619.0_TRINITY_DN205142_c3_g4,
Cluster-114600.0_TRINITY_DN202167_c1_g1,
Cluster-114574.1_TRINITY_DN206130_c0_g1,
Cluster-114552.0_TRINITY_DN192741_c0_g1,
Cluster-114516.0_TRINITY_DN197822_c9_g2,
Cluster-114507.0_TRINITY_DN205072_c4_g1,
Cluster-1145.2_TRINITY_DN196814_c0_g1,
Cluster-1145.1_TRINITY_DN203326_c6_g2,
Cluster-114491.6_TRINITY_DN198682_c2_g7,
Cluster-114478.1_TRINITY_DN210058_c1_g3,
Cluster-114442.0_TRINITY_DN199061_c4_g1,
Cluster-114439.2_TRINITY_DN207755_c5_g2,
Cluster-114439.0_TRINITY_DN207755_c5_g2,
Cluster-114430.0_TRINITY_DN195202_c1_g1,
Cluster-114394.0_TRINITY_DN209189_c1_g3,
Cluster-114374.0_TRINITY_DN208552_c6_g1,
Cluster-114367.2_TRINITY_DN201413_c0_g2,
Cluster-11436.0_TRINITY_DN198227_c6_g2,
Cluster-114353.4_TRINITY_DN196850_c3_g1,
Cluster-114313.2_TRINITY_DN210684_c3_g1,
Cluster-114313.14_TRINITY_DN210333_c2_g2,
Cluster-114313.1_TRINITY_DN210684_c3_g4,
Cluster-114255.0_TRINITY_DN195190_c8_g1,
Cluster-114248.2_TRINITY_DN202765_c8_g2,
Cluster-114223.1_TRINITY_DN207833_c3_g1,
Cluster-114200.0_TRINITY_DN209483_c0_g1,
Cluster-114173.0_TRINITY_DN202247_c8_g1,
Cluster-114150.1_TRINITY_DN209116_c0_g5,
Cluster-114145.2_TRINITY_DN204363_c1_g2,
Cluster-114145.0_TRINITY_DN204363_c1_g2,
Cluster-114144.0_TRINITY_DN206868_c2_g2,
Cluster-114135.12_TRINITY_DN206736_c0_g2,
Cluster-114111.1_TRINITY_DN203608_c8_g2,
Cluster-114109.0_TRINITY_DN203102_c1_g1,
Cluster-114100.1_TRINITY_DN203792_c4_g1,
Cluster-114093.2_TRINITY_DN206100_c0_g1,
Cluster-11408.1_TRINITY_DN196567_c3_g2,
Cluster-11408.0_TRINITY_DN196567_c3_g2,
Cluster-114077.0_TRINITY_DN206170_c1_g1,
Cluster-11406.0_TRINITY_DN198545_c3_g7,
Cluster-114030.7_TRINITY_DN203546_c0_g1,
Cluster-114030.6_TRINITY_DN203546_c0_g1,
Cluster-114030.3_TRINITY_DN203546_c0_g1,
Cluster-114015.0_TRINITY_DN198547_c8_g1,
Cluster-113999.1_TRINITY_DN208448_c0_g1,
Cluster-113987.0_TRINITY_DN199487_c4_g6,
Cluster-113954.0_TRINITY_DN201901_c0_g1,
Cluster-113941.0_TRINITY_DN199162_c2_g1,
Cluster-113919.1_TRINITY_DN200118_c2_g3,
Cluster-113919.0_TRINITY_DN200118_c2_g3,
Cluster-113907.0_TRINITY_DN196776_c1_g1,
Cluster-113869.0_TRINITY_DN194306_c3_g1,
Cluster-113862.0_TRINITY_DN207507_c1_g1,
Cluster-113859.0_TRINITY_DN203329_c3_g3,
Cluster-11384.1_TRINITY_DN193716_c1_g4,
Cluster-113836.0_TRINITY_DN204496_c0_g1,
Cluster-113797.0_TRINITY_DN197482_c0_g4,
Cluster-113763.3_TRINITY_DN199578_c0_g1,
Cluster-11376.8_TRINITY_DN194890_c6_g1,
Cluster-113737.0_TRINITY_DN201886_c1_g1,
Cluster-113729.0_TRINITY_DN199193_c3_g2,
Cluster-113726.0_TRINITY_DN201181_c3_g2,
Cluster-113713.4_TRINITY_DN205191_c4_g1,
Cluster-113713.3_TRINITY_DN205191_c4_g1,
Cluster-113709.0_TRINITY_DN198118_c7_g3,
Cluster-113700.3_TRINITY_DN210921_c1_g3,
Cluster-113700.2_TRINITY_DN201540_c8_g1,
Cluster-113700.1_TRINITY_DN201540_c8_g1,
Cluster-113695.0_TRINITY_DN201385_c1_g2,
Cluster-11368.1_TRINITY_DN198109_c1_g1,
Cluster-113628.14_TRINITY_DN204132_c0_g1,
Cluster-11361.59_TRINITY_DN201021_c1_g1,
Cluster-11361.56_TRINITY_DN197721_c1_g2,
Cluster-11361.53_TRINITY_DN201021_c1_g4,
Cluster-11361.52_TRINITY_DN201021_c1_g6,
Cluster-11361.49_TRINITY_DN208842_c2_g1,
Cluster-11361.35_TRINITY_DN203322_c0_g1,
