nt_cluster,uniport_cluster
Cluster-88831.3_TRINITY_DN193335_c2_g1,Cluster-3391.0_TRINITY_DN193503_c3_g4
Cluster-88831.10_TRINITY_DN200413_c1_g1,Cluster-33811.0_TRINITY_DN189621_c0_g1
Cluster-88826.1_TRINITY_DN206069_c2_g3,Cluster-33721.0_TRINITY_DN194295_c1_g2
Cluster-88825.4_TRINITY_DN203980_c1_g3,Cluster-3316.0_TRINITY_DN202660_c1_g2
Cluster-88825.1_TRINITY_DN203980_c1_g5,Cluster-3294.0_TRINITY_DN178144_c0_g1
Cluster-88770.0_TRINITY_DN200900_c0_g1,Cluster-32809.0_TRINITY_DN198137_c3_g2
Cluster-88763.0_TRINITY_DN202096_c3_g1,Cluster-32552.0_TRINITY_DN197244_c1_g1
Cluster-88729.0_TRINITY_DN196476_c8_g4,Cluster-32433.0_TRINITY_DN197775_c6_g1
Cluster-8868.0_TRINITY_DN197956_c1_g3,Cluster-3178.0_TRINITY_DN211254_c1_g2
Cluster-88601.0_TRINITY_DN208668_c0_g3,Cluster-3152.0_TRINITY_DN210946_c6_g1
Cluster-88593.0_TRINITY_DN195473_c5_g4,Cluster-3115.0_TRINITY_DN150919_c0_g1
Cluster-88547.0_TRINITY_DN83837_c0_g1,Cluster-31087.0_TRINITY_DN49245_c0_g1
Cluster-88530.0_TRINITY_DN195590_c10_g1,Cluster-31086.0_TRINITY_DN196509_c0_g4
Cluster-88510.0_TRINITY_DN189245_c0_g4,Cluster-31056.0_TRINITY_DN199953_c4_g2
Cluster-88371.1_TRINITY_DN153830_c0_g2,Cluster-3090.0_TRINITY_DN193561_c5_g8
Cluster-88369.1_TRINITY_DN207489_c0_g2,Cluster-30816.0_TRINITY_DN193323_c2_g6
Cluster-88366.0_TRINITY_DN176093_c0_g1,Cluster-30712.6_TRINITY_DN201882_c0_g1
Cluster-88364.0_TRINITY_DN201628_c2_g1,Cluster-30712.4_TRINITY_DN201882_c0_g2
Cluster-88350.3_TRINITY_DN199892_c3_g1,Cluster-30699.1_TRINITY_DN188030_c0_g3
Cluster-88350.2_TRINITY_DN199892_c3_g1,Cluster-30181.2_TRINITY_DN199901_c7_g2
Cluster-88350.1_TRINITY_DN199892_c3_g1,Cluster-30146.0_TRINITY_DN190634_c0_g1
Cluster-88262.0_TRINITY_DN204365_c6_g4,Cluster-30077.0_TRINITY_DN180109_c0_g1
Cluster-88243.0_TRINITY_DN205986_c2_g8,Cluster-29708.4_TRINITY_DN211069_c0_g1
Cluster-88229.5_TRINITY_DN207828_c5_g1,Cluster-29708.3_TRINITY_DN211069_c0_g1
Cluster-88205.0_TRINITY_DN195547_c1_g1,Cluster-29708.0_TRINITY_DN211069_c0_g1
Cluster-88183.0_TRINITY_DN211009_c0_g2,Cluster-29622.0_TRINITY_DN211062_c2_g2
Cluster-88156.0_TRINITY_DN131430_c0_g1,Cluster-2934.2_TRINITY_DN211019_c4_g2
Cluster-88139.0_TRINITY_DN190118_c0_g1,Cluster-29339.0_TRINITY_DN210365_c6_g3
Cluster-88025.0_TRINITY_DN200998_c5_g1,Cluster-2908.1_TRINITY_DN195201_c7_g2
Cluster-88024.0_TRINITY_DN172516_c0_g1,Cluster-29027.0_TRINITY_DN193521_c0_g1
Cluster-87999.3_TRINITY_DN194358_c14_g1,Cluster-2899.0_TRINITY_DN180356_c0_g1
Cluster-87972.0_TRINITY_DN46678_c0_g1,Cluster-28965.0_TRINITY_DN272633_c0_g1
Cluster-87921.0_TRINITY_DN203015_c6_g1,Cluster-28908.0_TRINITY_DN199314_c1_g4
Cluster-87919.0_TRINITY_DN198002_c0_g2,Cluster-28671.0_TRINITY_DN193879_c6_g1
Cluster-8790.6_TRINITY_DN209937_c1_g1,Cluster-2829.0_TRINITY_DN143304_c0_g1
Cluster-8787.0_TRINITY_DN192861_c2_g1,Cluster-28270.0_TRINITY_DN200918_c4_g1
Cluster-87864.0_TRINITY_DN241886_c0_g1,Cluster-28022.0_TRINITY_DN195354_c2_g2
Cluster-8786.0_TRINITY_DN204166_c4_g6,Cluster-27976.0_TRINITY_DN199849_c4_g1
Cluster-87826.0_TRINITY_DN207473_c2_g5,Cluster-2792.0_TRINITY_DN202212_c2_g1
Cluster-87793.0_TRINITY_DN194244_c5_g2,Cluster-2772.0_TRINITY_DN196522_c6_g3
Cluster-87778.0_TRINITY_DN215035_c0_g1,Cluster-27565.0_TRINITY_DN200743_c3_g1
Cluster-87729.0_TRINITY_DN198273_c4_g2,Cluster-26972.0_TRINITY_DN194650_c7_g1
Cluster-87710.0_TRINITY_DN3431_c0_g1,Cluster-2678.0_TRINITY_DN132011_c0_g2
Cluster-8766.15_TRINITY_DN206907_c0_g1,Cluster-26739.0_TRINITY_DN208839_c2_g1
Cluster-87631.4_TRINITY_DN195968_c11_g1,Cluster-26398.1_TRINITY_DN207118_c1_g5
Cluster-87631.3_TRINITY_DN195604_c3_g2,Cluster-26118.1_TRINITY_DN202184_c5_g1
Cluster-87631.1_TRINITY_DN209967_c5_g2,Cluster-25934.0_TRINITY_DN202528_c0_g1
Cluster-87631.0_TRINITY_DN195604_c3_g3,Cluster-25274.0_TRINITY_DN200356_c2_g1
Cluster-8760.0_TRINITY_DN198804_c3_g2,Cluster-2525.0_TRINITY_DN201874_c1_g1
Cluster-87599.0_TRINITY_DN201623_c0_g2,Cluster-25126.0_TRINITY_DN180581_c0_g1
Cluster-87587.0_TRINITY_DN193540_c10_g3,Cluster-24871.0_TRINITY_DN199556_c5_g2
Cluster-87564.0_TRINITY_DN196049_c2_g1,Cluster-2474.0_TRINITY_DN146991_c0_g1
Cluster-8755.0_TRINITY_DN203284_c2_g3,Cluster-24312.0_TRINITY_DN196654_c1_g2
Cluster-87470.0_TRINITY_DN205186_c1_g3,Cluster-23987.0_TRINITY_DN194987_c3_g6
Cluster-87462.1_TRINITY_DN199301_c3_g1,Cluster-23805.0_TRINITY_DN205738_c1_g1
Cluster-87428.0_TRINITY_DN206000_c1_g7,Cluster-2375.0_TRINITY_DN205094_c0_g1
Cluster-8737.0_TRINITY_DN194215_c1_g1,Cluster-2340.0_TRINITY_DN193850_c3_g2
Cluster-87337.0_TRINITY_DN196094_c0_g2,Cluster-23158.0_TRINITY_DN206006_c0_g8
Cluster-87315.0_TRINITY_DN196316_c8_g1,Cluster-2263.0_TRINITY_DN200342_c1_g3
Cluster-87253.0_TRINITY_DN203977_c3_g2,Cluster-22488.1_TRINITY_DN210603_c2_g1
Cluster-87246.0_TRINITY_DN13111_c0_g1,Cluster-22417.0_TRINITY_DN207136_c6_g1
Cluster-87204.0_TRINITY_DN215535_c0_g1,Cluster-22365.2_TRINITY_DN193463_c1_g1
Cluster-87196.0_TRINITY_DN162809_c0_g1,Cluster-22267.2_TRINITY_DN196980_c5_g1
Cluster-8719.0_TRINITY_DN200571_c1_g3,Cluster-22102.0_TRINITY_DN200443_c1_g2
Cluster-87174.0_TRINITY_DN208399_c6_g1,Cluster-219.7_TRINITY_DN211182_c3_g1
Cluster-87099.0_TRINITY_DN202437_c2_g2,Cluster-21652.0_TRINITY_DN160622_c0_g1
Cluster-87096.0_TRINITY_DN197259_c2_g1,Cluster-21433.0_TRINITY_DN196498_c2_g3
Cluster-87083.0_TRINITY_DN200866_c3_g1,Cluster-21192.0_TRINITY_DN203784_c1_g3
Cluster-86970.0_TRINITY_DN204176_c0_g4,Cluster-20925.0_TRINITY_DN194860_c0_g1
Cluster-86969.0_TRINITY_DN208808_c4_g1,Cluster-20373.0_TRINITY_DN193237_c9_g4
Cluster-86938.0_TRINITY_DN209164_c4_g5,Cluster-20170.1_TRINITY_DN207661_c0_g1
Cluster-86859.2_TRINITY_DN205914_c0_g1,Cluster-20158.0_TRINITY_DN201707_c6_g1
Cluster-86834.0_TRINITY_DN205102_c0_g1,Cluster-20031.0_TRINITY_DN193401_c10_g1
Cluster-86815.0_TRINITY_DN200116_c1_g2,Cluster-1986.0_TRINITY_DN246642_c0_g1
Cluster-8674.1_TRINITY_DN204964_c0_g3,Cluster-19660.1_TRINITY_DN194895_c0_g1
Cluster-86718.0_TRINITY_DN208971_c1_g1,Cluster-19338.0_TRINITY_DN204178_c5_g2
Cluster-86706.0_TRINITY_DN289972_c0_g1,Cluster-19244.0_TRINITY_DN202293_c5_g4
Cluster-86666.0_TRINITY_DN78667_c0_g1,Cluster-18425.0_TRINITY_DN200040_c0_g1
Cluster-86661.0_TRINITY_DN209984_c2_g5,Cluster-16488.0_TRINITY_DN193796_c2_g1
Cluster-86660.2_TRINITY_DN208851_c6_g1,Cluster-1628.0_TRINITY_DN208350_c3_g6
Cluster-86660.1_TRINITY_DN208851_c6_g1,Cluster-15941.0_TRINITY_DN195405_c1_g1
Cluster-86644.1_TRINITY_DN197214_c3_g2,Cluster-1587.0_TRINITY_DN195899_c6_g1
Cluster-86606.0_TRINITY_DN211123_c4_g6,Cluster-1572.0_TRINITY_DN181218_c0_g1
Cluster-8658.0_TRINITY_DN197429_c3_g1,Cluster-1435.0_TRINITY_DN74549_c0_g1
Cluster-86552.0_TRINITY_DN199978_c1_g7,Cluster-14128.1_TRINITY_DN202293_c5_g5
Cluster-86541.0_TRINITY_DN200658_c0_g1,Cluster-13681.0_TRINITY_DN194089_c0_g1
Cluster-86508.0_TRINITY_DN200998_c5_g4,Cluster-13566.6_TRINITY_DN207045_c1_g4
Cluster-86495.0_TRINITY_DN208048_c1_g3,Cluster-12977.1_TRINITY_DN199382_c1_g1
Cluster-86483.0_TRINITY_DN188872_c0_g2,Cluster-12977.0_TRINITY_DN199382_c1_g1
Cluster-86459.1_TRINITY_DN202607_c1_g4,Cluster-12466.0_TRINITY_DN198481_c8_g6
Cluster-86437.0_TRINITY_DN195456_c7_g1,Cluster-12393.0_TRINITY_DN167505_c0_g1
Cluster-86391.0_TRINITY_DN195096_c2_g8,Cluster-12261.0_TRINITY_DN199534_c3_g3
Cluster-86384.4_TRINITY_DN208020_c2_g2,Cluster-12182.0_TRINITY_DN209065_c0_g1
Cluster-86384.1_TRINITY_DN206898_c0_g1,Cluster-12079.18_TRINITY_DN206499_c0_g1
Cluster-86311.0_TRINITY_DN203807_c1_g1,Cluster-11994.2_TRINITY_DN209145_c1_g7
Cluster-86267.0_TRINITY_DN264391_c0_g1,Cluster-11815.2_TRINITY_DN200267_c0_g1
Cluster-86257.7_TRINITY_DN210970_c3_g1,Cluster-11815.1_TRINITY_DN200267_c0_g1
Cluster-86257.11_TRINITY_DN210970_c3_g1,Cluster-11736.0_TRINITY_DN193173_c0_g1
Cluster-86257.0_TRINITY_DN185690_c0_g1,Cluster-11726.0_TRINITY_DN197809_c2_g1
Cluster-8621.0_TRINITY_DN195707_c2_g1,Cluster-11466.0_TRINITY_DN194144_c6_g6
Cluster-86146.0_TRINITY_DN201465_c8_g1,Cluster-114623.1_TRINITY_DN210500_c7_g1
Cluster-86119.0_TRINITY_DN208875_c0_g1,Cluster-114587.7_TRINITY_DN206871_c2_g1
Cluster-86087.0_TRINITY_DN195590_c7_g5,Cluster-11458.0_TRINITY_DN181692_c0_g1
Cluster-86062.1_TRINITY_DN199859_c0_g4,Cluster-114478.1_TRINITY_DN210058_c1_g3
Cluster-86057.0_TRINITY_DN206667_c0_g2,Cluster-114367.2_TRINITY_DN201413_c0_g2
Cluster-86025.0_TRINITY_DN207717_c8_g7,Cluster-114223.1_TRINITY_DN207833_c3_g1
Cluster-86010.0_TRINITY_DN201902_c1_g1,Cluster-114219.1_TRINITY_DN204959_c2_g2
Cluster-85993.0_TRINITY_DN208405_c0_g1,Cluster-114150.1_TRINITY_DN209116_c0_g5
Cluster-85977.0_TRINITY_DN203187_c1_g6,Cluster-114144.0_TRINITY_DN206868_c2_g2
Cluster-8593.0_TRINITY_DN200021_c0_g6,Cluster-113999.1_TRINITY_DN208448_c0_g1
Cluster-85878.0_TRINITY_DN290074_c0_g1,Cluster-113941.0_TRINITY_DN199162_c2_g1
Cluster-85857.9_TRINITY_DN210968_c1_g4,Cluster-113859.0_TRINITY_DN203329_c3_g3
Cluster-85857.7_TRINITY_DN208300_c1_g1,Cluster-113763.3_TRINITY_DN199578_c0_g1
Cluster-85857.6_TRINITY_DN210968_c1_g4,Cluster-113726.0_TRINITY_DN201181_c3_g2
Cluster-85857.5_TRINITY_DN211038_c1_g1,Cluster-113700.3_TRINITY_DN210921_c1_g3
Cluster-85857.4_TRINITY_DN211038_c1_g1,Cluster-113700.2_TRINITY_DN201540_c8_g1
Cluster-85857.3_TRINITY_DN205491_c1_g2,Cluster-113628.14_TRINITY_DN204132_c0_g1
Cluster-85857.16_TRINITY_DN210968_c1_g2,Cluster-113374.23_TRINITY_DN196957_c1_g1
Cluster-85857.15_TRINITY_DN210968_c1_g3,Cluster-113374.10_TRINITY_DN209758_c2_g2
Cluster-85857.10_TRINITY_DN210968_c0_g2,Cluster-113369.2_TRINITY_DN207907_c3_g3
Cluster-85831.8_TRINITY_DN197904_c10_g1,Cluster-113369.0_TRINITY_DN207907_c3_g3
Cluster-85831.3_TRINITY_DN210720_c0_g1,Cluster-113345.0_TRINITY_DN201955_c3_g5
Cluster-85752.0_TRINITY_DN204941_c4_g3,Cluster-113298.0_TRINITY_DN200130_c2_g1
Cluster-85631.22_TRINITY_DN208054_c1_g2,Cluster-113224.4_TRINITY_DN204665_c1_g2
Cluster-85626.0_TRINITY_DN197498_c4_g1,Cluster-113224.3_TRINITY_DN204665_c1_g3
Cluster-85618.0_TRINITY_DN203444_c2_g6,Cluster-113014.0_TRINITY_DN204574_c0_g1
Cluster-85599.0_TRINITY_DN208135_c2_g1,Cluster-112911.2_TRINITY_DN208675_c1_g1
Cluster-85586.0_TRINITY_DN191672_c5_g6,Cluster-112890.2_TRINITY_DN206116_c0_g1
Cluster-85526.0_TRINITY_DN203647_c1_g3,Cluster-112812.0_TRINITY_DN196252_c4_g1
Cluster-85523.0_TRINITY_DN200221_c0_g1,Cluster-112655.3_TRINITY_DN201809_c3_g1
Cluster-8550.0_TRINITY_DN206136_c6_g1,Cluster-112596.1_TRINITY_DN203274_c2_g2
Cluster-85497.0_TRINITY_DN195464_c3_g5,Cluster-112539.0_TRINITY_DN210396_c7_g1
Cluster-85491.0_TRINITY_DN206698_c7_g4,Cluster-112470.0_TRINITY_DN203853_c1_g2
Cluster-85482.0_TRINITY_DN209889_c3_g8,Cluster-112435.2_TRINITY_DN202329_c0_g1
Cluster-85429.0_TRINITY_DN192121_c2_g9,Cluster-112435.1_TRINITY_DN202329_c0_g2
Cluster-85393.0_TRINITY_DN201400_c1_g1,Cluster-112435.0_TRINITY_DN202329_c0_g2
Cluster-85380.0_TRINITY_DN197737_c2_g2,Cluster-112360.0_TRINITY_DN208690_c2_g1
Cluster-8537.0_TRINITY_DN210296_c1_g8,Cluster-112309.0_TRINITY_DN186105_c0_g1
Cluster-85315.9_TRINITY_DN208814_c7_g1,Cluster-112273.4_TRINITY_DN199883_c0_g2
Cluster-85315.7_TRINITY_DN196267_c2_g1,Cluster-112185.0_TRINITY_DN200196_c3_g1
Cluster-85315.5_TRINITY_DN208814_c7_g1,Cluster-112069.1_TRINITY_DN198861_c0_g1
Cluster-85315.4_TRINITY_DN202967_c5_g1,Cluster-112064.0_TRINITY_DN205184_c0_g1
Cluster-85239.1_TRINITY_DN199902_c1_g3,Cluster-112061.0_TRINITY_DN199803_c2_g1
Cluster-85229.4_TRINITY_DN205416_c3_g3,Cluster-111964.0_TRINITY_DN209977_c4_g4
Cluster-85229.3_TRINITY_DN200006_c4_g1,Cluster-111808.17_TRINITY_DN209582_c1_g1
Cluster-85229.2_TRINITY_DN205416_c3_g1,Cluster-11178.0_TRINITY_DN210416_c8_g1
Cluster-85229.1_TRINITY_DN205416_c3_g3,Cluster-111736.6_TRINITY_DN210652_c0_g1
Cluster-85229.0_TRINITY_DN200006_c4_g1,Cluster-111736.3_TRINITY_DN210652_c0_g1
Cluster-8512.1_TRINITY_DN193977_c6_g1,Cluster-111465.0_TRINITY_DN201639_c5_g1
Cluster-8512.0_TRINITY_DN197512_c6_g1,Cluster-111420.0_TRINITY_DN204401_c0_g1
Cluster-8505.0_TRINITY_DN193263_c3_g1,Cluster-111406.1_TRINITY_DN207806_c5_g2
Cluster-85039.0_TRINITY_DN197482_c0_g7,Cluster-111406.0_TRINITY_DN207806_c5_g2
Cluster-8492.0_TRINITY_DN206163_c11_g1,Cluster-111341.1_TRINITY_DN204315_c0_g2
Cluster-84912.10_TRINITY_DN188147_c0_g1,Cluster-111341.0_TRINITY_DN204315_c0_g1
Cluster-84897.1_TRINITY_DN202462_c1_g1,Cluster-111333.7_TRINITY_DN210921_c2_g1
Cluster-8489.1_TRINITY_DN202320_c6_g1,Cluster-111333.3_TRINITY_DN207364_c5_g2
Cluster-84873.1_TRINITY_DN210299_c4_g1,Cluster-111333.2_TRINITY_DN207364_c5_g1
Cluster-84856.1_TRINITY_DN207470_c2_g3,Cluster-111333.0_TRINITY_DN200938_c3_g1
Cluster-84835.0_TRINITY_DN202527_c6_g1,Cluster-111178.2_TRINITY_DN200281_c0_g1
Cluster-84830.1_TRINITY_DN199124_c2_g6,Cluster-111128.1_TRINITY_DN211149_c3_g1
Cluster-84821.0_TRINITY_DN204426_c1_g1,Cluster-111128.1_TRINITY_DN197357_c1_g1
Cluster-8480.2_TRINITY_DN199407_c0_g1,Cluster-111095.0_TRINITY_DN204192_c4_g1
Cluster-84700.3_TRINITY_DN210922_c1_g1,Cluster-111092.5_TRINITY_DN203009_c0_g1
Cluster-84675.0_TRINITY_DN196863_c1_g1,Cluster-111092.2_TRINITY_DN210937_c1_g1
Cluster-84599.0_TRINITY_DN95324_c0_g1,Cluster-111092.1_TRINITY_DN203009_c0_g2
Cluster-84586.0_TRINITY_DN198043_c4_g1,Cluster-110945.0_TRINITY_DN197786_c3_g1
Cluster-84506.0_TRINITY_DN203235_c0_g1,Cluster-110926.0_TRINITY_DN200183_c5_g2
Cluster-84503.0_TRINITY_DN204475_c0_g2,Cluster-110921.1_TRINITY_DN201258_c2_g1
Cluster-84499.3_TRINITY_DN198762_c0_g1,Cluster-110879.0_TRINITY_DN206578_c3_g7
Cluster-84472.0_TRINITY_DN200825_c0_g1,Cluster-11087.0_TRINITY_DN198357_c0_g5
Cluster-84434.0_TRINITY_DN194116_c4_g1,Cluster-110817.1_TRINITY_DN210744_c1_g1
Cluster-84430.2_TRINITY_DN206653_c1_g6,Cluster-110779.1_TRINITY_DN199840_c6_g1
Cluster-84349.0_TRINITY_DN199508_c0_g1,Cluster-110750.0_TRINITY_DN200129_c1_g1
Cluster-84341.5_TRINITY_DN210646_c3_g2,Cluster-110684.4_TRINITY_DN211050_c0_g1
Cluster-84316.1_TRINITY_DN194727_c6_g4,Cluster-110684.0_TRINITY_DN206949_c0_g1
Cluster-84316.0_TRINITY_DN194727_c6_g6,Cluster-110668.2_TRINITY_DN203131_c0_g1
Cluster-84302.7_TRINITY_DN210861_c1_g1,Cluster-110668.1_TRINITY_DN203131_c0_g1
Cluster-84268.0_TRINITY_DN201461_c2_g7,Cluster-110626.4_TRINITY_DN210886_c2_g1
Cluster-8423.1_TRINITY_DN200630_c7_g1,Cluster-110626.3_TRINITY_DN210886_c2_g1
Cluster-84228.0_TRINITY_DN200346_c4_g1,Cluster-110581.3_TRINITY_DN207713_c0_g1
Cluster-84139.92_TRINITY_DN202048_c3_g1,Cluster-110546.5_TRINITY_DN207863_c3_g2
Cluster-84139.92_TRINITY_DN200056_c5_g3,Cluster-110525.3_TRINITY_DN209394_c0_g1
Cluster-84139.78_TRINITY_DN210880_c4_g1,Cluster-110478.3_TRINITY_DN195512_c6_g1
Cluster-84139.78_TRINITY_DN210372_c2_g7,Cluster-110438.0_TRINITY_DN208147_c1_g2
Cluster-84139.76_TRINITY_DN202186_c3_g3,Cluster-110277.1_TRINITY_DN199606_c2_g2
Cluster-84139.71_TRINITY_DN200338_c5_g1,Cluster-110225.2_TRINITY_DN204797_c2_g2
Cluster-84139.6_TRINITY_DN196253_c5_g6,Cluster-110121.0_TRINITY_DN200140_c3_g1
Cluster-84139.59_TRINITY_DN205484_c1_g2,Cluster-110072.3_TRINITY_DN202743_c0_g2
Cluster-84139.41_TRINITY_DN201222_c2_g1,Cluster-110072.2_TRINITY_DN202743_c0_g2
Cluster-84139.39_TRINITY_DN201576_c4_g1,Cluster-110069.2_TRINITY_DN203783_c0_g4
Cluster-84139.27_TRINITY_DN200864_c3_g4,Cluster-110069.1_TRINITY_DN203783_c0_g4
Cluster-84139.23_TRINITY_DN210880_c4_g1,Cluster-110030.6_TRINITY_DN207122_c0_g1
Cluster-84139.162_TRINITY_DN210288_c0_g2,Cluster-110022.5_TRINITY_DN209945_c0_g1
Cluster-84139.145_TRINITY_DN210942_c0_g1,Cluster-109929.0_TRINITY_DN199316_c4_g1
Cluster-84139.14_TRINITY_DN197655_c0_g3,Cluster-10991.1_TRINITY_DN196911_c1_g4
Cluster-84139.121_TRINITY_DN207033_c7_g1,Cluster-109883.0_TRINITY_DN206795_c1_g2
Cluster-84139.115_TRINITY_DN201222_c2_g1,Cluster-109852.1_TRINITY_DN206795_c1_g1
Cluster-84139.109_TRINITY_DN199490_c4_g4,Cluster-109712.2_TRINITY_DN196076_c1_g1
Cluster-84139.108_TRINITY_DN201860_c4_g6,Cluster-109647.1_TRINITY_DN210873_c8_g1
Cluster-84139.104_TRINITY_DN205484_c1_g2,Cluster-109498.1_TRINITY_DN195378_c5_g1
Cluster-8411.0_TRINITY_DN202461_c1_g1,Cluster-109427.0_TRINITY_DN196485_c0_g1
Cluster-84106.1_TRINITY_DN204216_c1_g1,Cluster-109288.0_TRINITY_DN198684_c1_g1
Cluster-8410.0_TRINITY_DN248136_c0_g1,Cluster-109210.7_TRINITY_DN197993_c6_g1
Cluster-84094.0_TRINITY_DN129273_c0_g1,Cluster-109170.3_TRINITY_DN206800_c0_g2
Cluster-84044.0_TRINITY_DN198445_c4_g1,Cluster-10911.0_TRINITY_DN205057_c4_g2
Cluster-84005.2_TRINITY_DN191563_c2_g2,Cluster-109020.1_TRINITY_DN197721_c2_g5
Cluster-8400.0_TRINITY_DN197167_c0_g3,Cluster-108981.5_TRINITY_DN205391_c2_g4
Cluster-8388.0_TRINITY_DN210080_c5_g5,Cluster-108917.4_TRINITY_DN206851_c3_g1
Cluster-83870.1_TRINITY_DN208619_c2_g1,Cluster-108917.3_TRINITY_DN210573_c1_g1
Cluster-83825.0_TRINITY_DN198424_c3_g2,Cluster-108917.0_TRINITY_DN206851_c3_g1
Cluster-8378.0_TRINITY_DN194027_c11_g1,Cluster-108822.1_TRINITY_DN196951_c1_g3
Cluster-83719.0_TRINITY_DN211283_c5_g2,Cluster-108787.1_TRINITY_DN204269_c1_g1
Cluster-8370.2_TRINITY_DN200030_c3_g1,Cluster-108683.0_TRINITY_DN201765_c2_g1
Cluster-8370.1_TRINITY_DN211259_c5_g2,Cluster-10867.0_TRINITY_DN197215_c8_g2
Cluster-8370.0_TRINITY_DN198628_c7_g8,Cluster-108565.1_TRINITY_DN206957_c0_g2
Cluster-83693.0_TRINITY_DN202164_c0_g1,Cluster-108564.0_TRINITY_DN210631_c1_g3
Cluster-83626.0_TRINITY_DN196014_c0_g3,Cluster-108518.10_TRINITY_DN211195_c3_g2
Cluster-83508.0_TRINITY_DN183570_c0_g1,Cluster-108486.2_TRINITY_DN198018_c1_g7
Cluster-83448.14_TRINITY_DN210310_c5_g2,Cluster-108486.0_TRINITY_DN198018_c1_g1
Cluster-83390.4_TRINITY_DN196606_c2_g1,Cluster-108392.0_TRINITY_DN208527_c0_g1
Cluster-83390.0_TRINITY_DN202722_c5_g1,Cluster-108382.0_TRINITY_DN203137_c2_g1
Cluster-83342.0_TRINITY_DN205555_c4_g1,Cluster-10831.0_TRINITY_DN207641_c6_g3
Cluster-83290.4_TRINITY_DN198673_c6_g4,Cluster-108292.0_TRINITY_DN194126_c1_g2
Cluster-83290.3_TRINITY_DN201481_c4_g1,Cluster-108248.0_TRINITY_DN197888_c3_g8
Cluster-8321.0_TRINITY_DN182730_c0_g1,Cluster-108209.0_TRINITY_DN197222_c0_g2
Cluster-83206.0_TRINITY_DN199933_c1_g1,Cluster-108192.0_TRINITY_DN208137_c0_g1
Cluster-83161.3_TRINITY_DN211081_c2_g1,Cluster-108166.3_TRINITY_DN209232_c5_g1
Cluster-8315.0_TRINITY_DN174152_c0_g1,Cluster-108105.1_TRINITY_DN200467_c3_g2
Cluster-8294.0_TRINITY_DN209614_c2_g2,Cluster-108097.2_TRINITY_DN201595_c0_g2
Cluster-82924.0_TRINITY_DN207494_c0_g2,Cluster-108097.0_TRINITY_DN201595_c0_g8
Cluster-829.0_TRINITY_DN203154_c6_g2,Cluster-108088.0_TRINITY_DN204903_c0_g1
Cluster-82846.1_TRINITY_DN196306_c3_g1,Cluster-108059.0_TRINITY_DN210087_c0_g2
Cluster-82772.1_TRINITY_DN205379_c6_g6,Cluster-10805.0_TRINITY_DN196811_c6_g4
Cluster-82572.2_TRINITY_DN197143_c8_g1,Cluster-108026.0_TRINITY_DN198018_c1_g3
Cluster-82545.0_TRINITY_DN194272_c8_g7,Cluster-10769.0_TRINITY_DN169266_c0_g1
Cluster-82502.0_TRINITY_DN104438_c0_g1,Cluster-107625.10_TRINITY_DN211234_c4_g3
Cluster-82486.1_TRINITY_DN208501_c2_g1,Cluster-107590.1_TRINITY_DN200390_c2_g1
Cluster-8241.0_TRINITY_DN208021_c7_g1,Cluster-107565.1_TRINITY_DN196058_c3_g4
Cluster-82395.1_TRINITY_DN200363_c4_g1,Cluster-107565.0_TRINITY_DN196058_c3_g1
Cluster-82383.0_TRINITY_DN191748_c1_g2,Cluster-107515.3_TRINITY_DN207166_c1_g1
Cluster-8238.0_TRINITY_DN207012_c7_g6,Cluster-107477.2_TRINITY_DN200806_c1_g3
Cluster-8235.0_TRINITY_DN196567_c3_g2,Cluster-107477.0_TRINITY_DN206785_c0_g1
Cluster-8228.0_TRINITY_DN211019_c4_g4,Cluster-107325.1_TRINITY_DN197035_c1_g1
Cluster-82186.0_TRINITY_DN200938_c2_g4,Cluster-107325.0_TRINITY_DN197035_c1_g5
Cluster-82143.0_TRINITY_DN193232_c2_g1,Cluster-107313.1_TRINITY_DN196990_c1_g1
Cluster-82111.7_TRINITY_DN206160_c0_g1,Cluster-107306.2_TRINITY_DN203458_c4_g1
Cluster-81952.0_TRINITY_DN199487_c3_g2,Cluster-107254.0_TRINITY_DN208129_c5_g2
Cluster-81849.0_TRINITY_DN205522_c4_g2,Cluster-107235.0_TRINITY_DN210432_c0_g2
Cluster-81790.0_TRINITY_DN205274_c3_g3,Cluster-10722.0_TRINITY_DN28674_c0_g1
Cluster-81738.0_TRINITY_DN200361_c4_g1,Cluster-107112.0_TRINITY_DN205434_c0_g2
Cluster-81568.5_TRINITY_DN193224_c2_g6,Cluster-1071.0_TRINITY_DN350638_c0_g1
Cluster-81470.0_TRINITY_DN196007_c3_g1,Cluster-107088.0_TRINITY_DN194511_c6_g1
Cluster-81417.1_TRINITY_DN200533_c0_g2,Cluster-107057.4_TRINITY_DN208754_c3_g1
Cluster-81364.0_TRINITY_DN205501_c0_g2,Cluster-107000.0_TRINITY_DN205704_c1_g2
Cluster-81183.0_TRINITY_DN203103_c4_g7,Cluster-106987.0_TRINITY_DN197529_c1_g3
Cluster-81030.0_TRINITY_DN203499_c2_g1,Cluster-106985.0_TRINITY_DN207723_c3_g1
Cluster-80925.1_TRINITY_DN205277_c5_g1,Cluster-106975.0_TRINITY_DN207708_c1_g2
Cluster-8091.0_TRINITY_DN208615_c5_g2,Cluster-106961.0_TRINITY_DN210851_c3_g4
Cluster-8084.0_TRINITY_DN208679_c0_g2,Cluster-106763.0_TRINITY_DN193190_c9_g1
